NM A V RPM Eff P
3,098 6,08 14,78 4456,04551111111 0,329477922687995 14,5253333333333
3,141 6,16 14,58 4456,11868888888 0,336735527164645 14,564
3,155 6,23 14,38 4456,16976666666 0,342176312306978 14,5726666666667
3,169 6,25 14,12 4456,26164444444 0,350287324441731 14,6066666666667
3,242 6,32 13,88 4456,37089999999 0,353616435599335 14,666
3,264 6,34 13,64 4456,39583333333 0,357122906021365 14,68
3,276 6,42 13,38 4456,46175555555 0,361601191829704 14,7706666666667
3,329 6,49 13,12 4456,5553111111 0,366827114995954 14,8113333333333
3,381 6,54 12,88 4456,65959999999 0,375132286946816 14,824
3,47 6,57 12,6 4456,73745555555 0,383080348960627 14,9213333333333
3,568 6,61 12,36 4456,80637777777 0,387033770436902 14,9653333333333
3,656 6,61 12,14 4456,81976666666 0,389773886636725 15,0333333333333
3,689 6,66 11,86 4456,90089999999 0,392458788604689 15,038
3,752 6,75 11,64 4456,92817777777 0,397027306406306 15,1146666666667
3,754 6,77 11,4 4456,97675555555 0,399505056435943 15,214
3,785 6,81 11,2 4457,06549999999 0,405126000482182 15,3133333333333
3,826 6,9 10,98 4457,10333333333 0,414549567147414 15,3653333333333
3,827 6,94999999999999 10,76 4457,20268888888 0,420527803525574 15,3886666666667
3,855 6,95999999999999 10,56 4457,29142222221 0,420893604490391 15,4766666666667
3,928 7,03999999999999 10,28 4457,37513333333 0,426375781016599 15,4866666666667
4,027 7,08999999999999 10,02 4457,42559999999 0,433435255598014 15,568
4,088 7,13999999999999 10,02 4457,52125555555 0,436332524589418 15,5986666666667
4,156 7,16999999999999 10,3 4457,60444444444 0,437776829725027 15,694
4,204 7,17999999999999 10,56 4457,63676666666 0,438643859014215 15,6993333333333
4,295 7,22999999999999 10,8 4457,6663111111 0,439052732726118 15,7726666666667
4,295 7,28999999999999 11,04 4457,70382222221 0,441769258990776 15,816
4,371 7,34999999999999 11,3 4457,76213333333 0,444454509548123 15,82
4,391 7,38999999999999 11,58 4457,85086666666 0,445376676705376 15,8866666666667
4,482 7,38999999999999 11,84 4457,86586666666 0,447806869613848 15,9266666666667
4,522 7,45999999999999 12,08 4457,94666666666 0,452595592547485 15,9426666666667
4,561 7,49999999999999 12,32 4457,98707777777 0,461021627709745 16,0026666666667
4,65 7,53999999999999 12,52 4458,0516111111 0,470573583198978 16,0546666666667
4,665 7,53999999999999 12,8 4458,12826666666 0,470627849526064 16,1186666666667
4,68 7,54999999999999 13,04 4458,21424444444 0,473332443737114 16,1206666666667
4,685 7,63999999999999 13,28 4458,22656666666 0,481913161134307 16,1693333333333
4,686 7,63999999999999 13,48 4458,30072222221 0,482692114134641 16,2526666666667
4,738 7,72999999999999 13,72 4458,34134444444 0,491509487145352 16,3193333333333
4,796 7,75999999999999 13,92 4458,36836666666 0,50030692289132 16,342
4,848 7,82999999999999 14,18 4458,45712222221 0,505703872524064 16,376
4,919 7,88999999999999 14,38 4458,51726666666 0,508056643436689 16,4633333333333
4,935 7,96999999999999 14,62 4458,58875555555 0,513257312035773 16,5513333333333
4,972 8,01999999999999 14,9 4458,60385555555 0,514576975710027 16,56
4,976 8,09999999999999 14,9 4458,69257777777 0,516256458510764 16,6486666666667
5,072 8,17999999999999 14,7 4458,72462222221 0,521160040852223 16,6593333333333
5,143 8,19999999999999 14,46 4458,81615555555 0,530295198802042 16,702
5,21 8,19999999999999 14,2 4458,89938888888 0,531610258245659 16,8013333333333
5,221 8,28999999999999 13,92 4458,92778888888 0,53944313319374 16,836
5,25 8,32999999999999 13,66 4459,00752222221 0,546765540296568 16,9033333333333
5,258 8,41999999999999 13,42 4459,04545555555 0,552001280310564 16,9366666666667
5,337 8,50999999999999 13,2 4459,10199999999 0,560935808849025 16,9646666666667
5,372 8,55999999999999 12,94 4459,16316666666 0,564536240214732 16,974
5,413 8,58999999999999 12,68 4459,2000111111 0,571194614507814 16,9926666666667
5,416 8,65999999999999 12,48 4459,28443333332 0,580298492512805 16,9933333333333
5,464 8,65999999999999 12,24 4459,38067777777 0,587503243078246 17,09
5,559 8,69999999999999 12 4459,42595555555 0,596770986317085 17,1073333333333
5,619 8,75999999999999 11,8 4459,49478888888 0,604926859552472 17,128
5,692 8,82999999999999 11,6 4459,55786666666 0,607656335391875 17,1686666666667
5,786 8,90999999999999 11,38 4459,59763333333 0,610027702734819 17,2413333333333
5,808 8,90999999999999 11,18 4459,64708888888 0,619680654131659 17,328
5,885 8,95999999999999 10,9 4459,72244444444 0,625137609716103 17,4226666666667
5,943 8,95999999999999 10,68 4459,78887777777 0,631639250508342 17,4233333333333
5,953 8,99999999999999 10,4 4459,89034444444 0,641613309123373 17,434
6,041 9,08999999999999 10,14 4459,91107777777 0,650655779582754 17,5233333333333
6,11 9,14999999999999 10,14 4460,00016666666 0,651859936496178 17,6093333333333
6,123 9,16999999999999 10,4 4460,03268888888 0,659863525419433 17,64
6,159 9,16999999999999 10,62 4460,06113333333 0,669167441334188 17,66
6,16 9,19999999999999 10,82 4460,09875555555 0,670959513225108 17,738
6,235 9,22999999999999 11,02 4460,20305555555 0,675926686295274 17,8373333333333
6,246 9,28999999999999 11,28 4460,30987777777 0,685374868142128 17,9246666666667
6,323 9,36999999999999 11,56 4460,37405555555 0,689574324250955 17,9666666666667
6,354 9,44999999999999 11,82 4460,45203333332 0,695004397861196 18,0566666666667
6,439 9,51999999999999 12,02 4460,5181111111 0,695837617305032 18,1073333333333
6,51 9,55999999999999 12,26 4460,56834444444 0,696121962827687 18,1873333333333
6,59 9,57999999999999 12,52 4460,64892222221 0,697082090157588 18,1986666666667
6,66 9,61999999999999 12,72 4460,69756666666 0,701076306165697 18,2106666666667
6,685 9,65999999999999 13 4460,78365555555 0,710535619240504 18,2386666666667
6,697 9,65999999999999 13,26 4460,81073333332 0,711262506507925 18,3166666666667
6,792 9,70999999999999 13,5 4460,83097777777 0,713657394556169 18,3673333333333
6,83 9,73999999999999 13,76 4460,85692222221 0,720948890983569 18,3886666666667
6,899 9,79999999999999 14,02 4460,9214111111 0,730557507351301 18,402
6,974 9,83999999999999 14,24 4461,02432222221 0,733551503561229 18,462
7,027 9,92999999999999 14,48 4461,05573333333 0,736167188275684 18,556
7,029 9,98999999999999 14,68 4461,1612111111 0,743544914039572 18,6086666666667
7,081 9,98999999999999 14,88 4461,23593333333 0,753416290522282 18,61
7,114 9,97999999999999 14,88 4461,32257777777 0,753919019188695 18,642
7,162 9,92999999999999 14,68 4461,39719999999 0,75795913128553 18,7006666666667
7,208 9,92999999999999 14,46 4461,50792222222 0,763507803228455 18,7273333333333
7,21 9,91999999999999 14,26 4461,60255555555 0,76471254239544 18,736
7,218 9,84999999999999 13,98 4461,64062222222 0,764826636451682 18,77
7,315 9,83999999999999 13,74 4461,68145555555 0,770607523098871 18,7893333333333
7,399 9,76999999999999 13,46 4461,70907777777 0,777749451467651 18,8553333333333
7,481 9,73999999999999 13,24 4461,77417777777 0,782494533770948 18,9246666666667
7,506 9,68999999999999 13,04 4461,8745111111 0,788600949919131 19,0046666666667
7,595 9,63999999999999 12,76 4461,95218888888 0,795256888463748 19,034
7,638 9,61999999999999 12,52 4462,04104444444 0,801853427678279 19,062
7,647 9,60999999999999 12,28 4462,0593111111 0,803333736552547 19,1393333333333
7,682 9,52999999999999 12,04 4462,11595555555 0,8034480235602 19,212
7,766 9,47999999999999 11,82 4462,14584444444 0,803559434951078 19,26
7,794 9,47999999999999 11,58 4462,22642222222 0,807575570823427 19,2673333333333
7,815 9,46999999999999 11,38 4462,29984444444 0,81487921419315 19,3166666666666
7,823 9,46999999999999 11,12 4462,40628888888 0,81935735791426 19,3466666666666
7,846 9,45999999999999 10,9 4462,44617777777 0,824738944850275 19,4213333333333
7,879 9,41999999999999 10,66 4462,48265555555 0,832902913476761 19,4326666666666
7,88 9,39999999999999 10,44 4462,50368888888 0,837849946961668 19,49
7,957 9,36999999999999 10,18 4462,55353333333 0,846404989518414 19,586
8,022 9,29999999999999 10,18 4462,66224444444 0,850146569782005 19,682
8,121 9,21999999999999 10,38 4462,77122222222 0,859645364228471 19,764
8,131 9,12999999999999 10,62 4462,85818888888 0,863282348189169 19,86
8,189 9,03999999999999 10,84 4462,96927777777 0,869382942975212 19,908
8,217 8,94999999999999 11,08 4462,99605555555 0,871160237957333 19,9126666666666
8,27 8,86999999999999 11,3 4463,04841111111 0,877456272126854 19,9933333333333
8,332 8,83999999999999 11,5 4463,11233333333 0,880047096577495 20,0853333333333
8,333 8,83999999999999 11,72 4463,16183333333 0,889970676968792 20,1346666666666
8,336 8,83999999999999 11,92 4463,25383333333 0,898042406923158 20,2233333333333
8,395 8,77999999999999 12,12 4463,32959999999 0,904935139620181 20,262
8,436 8,69999999999999 12,38 4463,34586666666 0,909399458947312 20,2713333333333
8,485 8,63999999999999 12,6 4463,43076666666 0,91078340185377 20,272
8,574 8,63999999999999 12,86 4463,48643333333 0,920644870596307 20,3293333333333
8,592 8,54999999999999 13,14 4463,50273333333 0,921898332998109 20,3453333333333
8,593 8,47999999999999 13,34 4463,55766666666 0,930026850276639 20,442
8,661 8,38999999999999 13,6 4463,63616666666 0,931175117767963 20,484
8,681 8,29999999999999 13,84 4463,66704444444 0,940085503673221 20,5133333333333
8,694 8,27999999999999 14,12 4463,68064444444 0,949223013044905 20,5886666666666
8,712 8,26999999999999 14,38 4463,74626666666 0,953826097200544 20,6666666666666
8,752 8,23999999999999 14,64 4463,81313333333 0,954174262338399 20,7386666666666
8,757 8,23999999999999 14,92 4463,86365555555 0,954692064311678 20,7546666666666
8,791 8,21999999999999 14,92 4463,90297777777 0,957126312892477 20,7566666666666
8,889 8,12999999999999 14,72 4463,98324444444 0,966300617347612 20,8393333333333
8,917 8,03999999999999 14,44 4464,02317777777 0,968784530092396 20,9046666666666
8,946 8,02999999999999 14,2 4464,12221111111 0,971497022887458 20,98
9,016 7,96999999999999 13,92 4464,21979999999 0,972915305016989 21,0633333333333
9,057 7,89999999999999 13,7 4464,30228888888 0,979735067393507 21,132
9,138 7,80999999999999 13,42 4464,37821111111 0,985308673109537 21,1786666666666
9,215 7,73999999999999 13,18 4464,47737777777 0,988063782615617 21,1826666666666
9,306 7,66999999999999 12,9 4464,51076666666 0,989016912565109 21,2733333333333
9,371 7,62999999999999 12,62 4464,54025555555 0,994752850474209 21,3326666666666
9,38 7,61999999999999 12,34 4464,5689 0,997504694111415 21,35
9,439 7,56999999999999 12,12 4464,59172222222 0,997504694111415 21,384
9,513 7,50999999999999 11,88 4464,60697777777 0,996457079111811 21,44
9,543 7,42999999999999 11,66 4464,70651111111 0,986943704707988 21,4773333333333
9,546 7,41999999999999 11,4 4464,75068888888 0,986320531143025 21,4986666666666
9,62 7,35999999999999 11,18 4464,79297777777 0,980807370362248 21,542
9,682 7,30999999999999 10,94 4464,83077777777 0,977904461174228 21,6126666666666
9,755 7,23999999999999 10,72 4464,88843333333 0,973156283676232 21,6566666666666
9,787 7,17999999999999 10,5 4464,93852222222 0,964411405625014 21,7306666666666
9,809 7,15999999999999 10,3 4464,99688888889 0,962959549130388 21,7386666666666
9,862 7,13999999999999 10,06 4465,01714444444 0,959211755864887 21,822
9,862 7,09999999999999 10,06 4465,04317777777 0,955046685633737 21,872
9,874 7,09999999999999 10,3 4465,12045555555 0,953535474647552 21,8873333333333
9,881 7,04999999999999 10,56 4465,1516 0,953500254481798 21,932
9,966 7,01999999999999 10,82 4465,22154444444 0,95267961994404 21,9653333333333
9,992 7,00999999999999 11,06 4465,26807777777 0,945331886254872 21,968
