NM A V RPM Eff P
6,242 6,43 13,8 5284,30586666667 0,610305418577187 73,6833333333333
6,274 6,5 13,58 5284,4227 0,615619648562567 73,696
6,299 6,57 13,28 5284,52627777778 0,622977644057468 73,7253333333333
6,354 6,64 13,04 5284,6456 0,62856737006389 73,7706666666666
6,369 6,69 12,88 5284,7532 0,630079862335734 73,8073333333333
6,41 6,77 12,46 5284,87112222222 0,639183638207234 73,82
6,46 6,8 12,24 5284,98781111111 0,647543051739942 73,8326666666666
6,537 6,85 11,82 5285,09854444445 0,655531106733499 73,9153333333333
6,593 6,92 11,42 5285,20882222222 0,656470075760256 73,9373333333333
6,594 6,93 10,98 5285,3292 0,658821820397313 73,9713333333333
6,651 7,02 10,66 5285,43005555556 0,662268856378398 74,0426666666666
6,674 7,07 10,24 5285,54081111111 0,66884905834163 74,0946666666666
6,762 7,15 10,24 5285,64882222222 0,669812059630552 74,1133333333333
6,819 7,22 10,62 5285,7574 0,67759998998493 74,1586666666666
6,87 7,31 11,02 5285,87218888889 0,685534115371077 74,25
6,885 7,37 11,12 5285,97357777778 0,687334671326603 74,3366666666666
6,928 7,44 11,26 5286,07648888889 0,689834468690602 74,378
7,025 7,45 11,38 5286,18337777778 0,695588465638267 74,4133333333333
7,047 7,51 11,84 5286,3007 0,698995853708589 74,4733333333333
7,102 7,52999999999999 12,02 5286,40507777778 0,704189696421004 74,5186666666666
7,195 7,58999999999999 12,38 5286,52585555556 0,70749929641257 74,5346666666666
7,239 7,66999999999999 12,72 5286,62703333334 0,716764759666643 74,5766666666666
7,337 7,71999999999999 12,98 5286,73521111111 0,720924473787157 74,6493333333333
7,367 7,73999999999999 13,22 5286,84547777778 0,725286591935571 74,6713333333333
7,367 7,77999999999999 13,4 5286,95588888889 0,73038516302611 74,7706666666666
7,432 7,80999999999999 13,58 5287,07194444445 0,732328354964186 74,842
7,501 7,81999999999999 13,96 5287,17243333334 0,74100395962177 74,9193333333333
7,567 7,83999999999999 14,34 5287,28455555556 0,748992097507693 75,0093333333333
7,58 7,85999999999999 14,74 5287,39575555556 0,757924109295907 75,0466666666666
7,581 7,90999999999999 14,88 5287,5072 0,767276011480613 75,1426666666666
7,663 7,99999999999999 14,88 5287,6212 0,771305833673713 75,2146666666666
7,677 8,02999999999999 14,68 5287,73768888889 0,778043781327104 75,2586666666666
7,772 8,05999999999999 14,46 5287,85154444445 0,786037945657055 75,292
7,813 8,10999999999999 14,14 5287,95931111111 0,789364641611169 75,3306666666666
7,835 8,12999999999999 13,92 5288,07942222222 0,796397244253381 75,4053333333333
7,89 8,14999999999999 13,78 5288,197 0,798353575681501 75,4953333333333
7,933 8,15999999999999 13,38 5288,29781111111 0,80235553834697 75,5533333333333
7,997 8,19999999999999 13,08 5288,40643333334 0,807887071509793 75,618
8,093 8,23999999999999 12,72 5288,52578888889 0,808897323579946 75,6706666666666
8,131 8,28999999999999 12,38 5288,64776666667 0,81294073280084 75,7033333333333
8,165 8,31999999999999 12,06 5288,75957777778 0,814855102582302 75,7573333333333
8,193 8,33999999999999 11,94 5288,86952222222 0,81672414457273 75,836
8,24100000000001 8,37999999999999 11,82 5288,97027777778 0,823780283994871 75,93
8,322 8,45999999999999 11,5 5289,08654444445 0,833144216045339 75,9673333333333
8,326 8,52999999999999 11,38 5289,2003 0,837233515417778 76,042
8,351 8,57999999999999 11,04 5289,31176666667 0,84413363738178 76,066
8,44900000000001 8,59999999999999 10,86 5289,41213333333 0,84520998801813 76,1113333333333
8,501 8,64999999999999 10,68 5289,53231111111 0,849055573162183 76,186
8,543 8,68999999999999 10,28 5289,64791111111 0,85081092297603 76,2466666666667
8,60900000000001 8,74999999999999 10,06 5289,7534 0,855686205632839 76,3026666666667
8,65000000000001 8,80999999999999 10,06 5289,86155555556 0,857643944061196 76,3786666666666
8,66300000000001 8,89999999999999 10,42 5289,98142222222 0,858130284225629 76,442
8,73600000000001 8,97999999999999 10,8 5290,08585555556 0,860197497136052 76,4893333333333
8,74500000000001 8,99999999999999 11 5290,19373333333 0,862121182699745 76,5046666666666
8,83900000000001 9,04999999999999 11,2 5290,29508888889 0,87065039596085 76,5213333333333
8,92400000000001 9,11999999999999 11,54 5290,41042222222 0,876657316590035 76,5713333333333
8,98800000000001 9,13999999999999 11,76 5290,52084444445 0,884344788819712 76,618
8,99100000000001 9,18999999999999 11,96 5290,6248 0,893995909059419 76,662
9,07400000000001 9,23999999999999 12,22 5290,74453333333 0,895474247040914 76,7033333333333
9,09500000000001 9,24999999999999 12,5 5290,85985555556 0,899674838282948 76,7713333333333
9,14100000000001 9,25999999999999 12,64 5290,97344444444 0,900055893673588 76,8086666666666
9,23700000000001 9,26999999999999 12,8 5291,07975555555 0,905624380510126 76,8226666666666
9,24600000000001 9,32999999999999 13,04 5291,19932222222 0,908812680970325 76,892
9,32200000000001 9,39999999999999 13,36 5291,31917777778 0,911064065709275 76,9366666666666
9,38800000000001 9,48999999999999 13,68 5291,42525555555 0,915795561529601 76,9946666666666
9,48500000000001 9,57999999999999 14,06 5291,54034444444 0,915813420715655 77,0666666666666
9,51400000000001 9,61999999999999 14,34 5291,66232222222 0,917919468105734 77,1586666666666
9,53200000000001 9,66999999999999 14,8 5291,77028888889 0,925901990116529 77,2146666666666
9,63000000000001 9,70999999999999 14,8 5291,88826666667 0,935184454948262 77,2826666666666
9,63600000000001 9,76999999999999 14,36 5292,00444444444 0,944626736903855 77,2986666666666
9,70700000000001 9,83999999999999 14,04 5292,11903333333 0,947696419441 77,3626666666666
9,73800000000001 9,87999999999999 13,7 5292,23405555555 0,953535858389706 77,4526666666666
9,75400000000001 9,94999999999999 13,38 5292,34886666667 0,960651792814328 77,5226666666666
9,80200000000001 9,97999999999999 13,22 5292,45048888889 0,963542048439171 77,5446666666666
9,88100000000001 9,99999999999999 13,12 5292,55241111111 0,969726124210156 77,5926666666666
9,96400000000001 9,99999999999999 12,84 5292,66183333333 0,972425359530573 77,6486666666666
9,99800000000001 9,94999999999999 12,66 5292,76856666666 0,972903182335619 77,6933333333333
